solvent ID,smiles,EA_0-1,protic
zinc_76571523,C1CC1CNC1COC1,-4.464257519171744,True
zinc_45619003,C[C@H](O)CCCN1CCCC1,-5.418192426942962,True
zinc_215633517,C[C@@H]1CCCN([C@H](C)CO)C1,-5.625459792746114,True
zinc_201820253,COCCN1CC[C@H](CC(C)C)C1,-5.497003438343906,False
zinc_115027447,C[C@H](O)C1(C)COC1,-4.797882379274794,True
zinc_2567875,CCN1CCC(O)CC1,-4.828987216578465,True
12637,C[C@H]1CCCCN1C,-5.596219599999616,False
zinc_393554567,C=CCOCCN1CCCCC1,-3.763636785490344,False
zinc_158010359,CC[C@H]1CCN(CC(=O)OC)C1,-4.525635597926094,False
zinc_41167199,CC1CCN(CC2CC2)CC1,-4.425206731605424,False
zinc_225611618,CC[C@H]1CN(CC)C[C@@H](CC)O1,-5.562767299482732,False
zinc_12495988,O=C1CCOC1,-3.537402918133982,False
zinc_306292918,CCC[C@@H](C)N1CCO[C@@H](C)C1,-5.442531983420694,False
zinc_880235389,CCOCCN1CCC[C@@H](CF)C1,-4.685067005180878,False
zinc_34110562,C1C[N@@]2CC[C@H]1C2,-5.477031504664231,False
zinc_261508750,FC1(F)CN(C2COC2)C1,-4.346580145078815,False
zinc_144070613,CC[C@H](O)CN1CCC1,-4.890286298446957,True
zinc_1620613469,OC[C@H]1CCN1CCF,-4.944836884974223,True
zinc_84988677,CCN1CC(CO)C1,-4.822974777202609,True
13776990,C[C@H]1C[C@@H](O[C@@H](C1)C)C,-4.656006953367186,False
13499611,C[C@H]1CCO[C@@H](C1)C,-4.388204690156436,False
zinc_2038502,C=C[C@@H](O)CN1CC1,-3.758428810363323,True
zinc_1845714,CCCCN1CCCC1,-5.591141517099167,False
117721,C[C@H]1CCCOC1,-4.580853401036422,False
zinc_335516555,CO[C@H](C)CN1CCN(C)C[C@@H]1C,-5.6817724248721175,False
zinc_306299709,CCN1CCC[C@@H]1[C@@H](O)C(F)(F)F,-5.461522652849731,True
zinc_104709872,CNC[C@H]1COC(=O)O1,-4.479761682900849,True
zinc_12370815,OCCC1CCOCC1,-4.447145450777525,True
zinc_19092468,C[C@H](CCO)N1CCCC1,-5.442914897408702,True
zinc_39087197,CCOC(=O)C1OCCCO1,-3.845468080826977,False
zinc_929461656,C[C@@H]1C[C@H](CN2CC[C@@H](C)C2)C1,-5.397072020726463,False
